# file:		F_SBB_00001_18800101_009_001_0_003
# sbb url:	http://zefys.staatsbibliothek-berlin.de/kalender/auswahl/date/1880-01-01/27646518/
# tel url:	http://www.theeuropeanlibrary.org/tel4/newspapers/issue/3000097231562?page=3
Aktienkapitals O
, O
entdeckt O
,' O
die O
von O
einem O
Beamten O
der O
Bank O
, O
Korinek B-PER
. O
begangen O
worden O
waren O
. O
Nunmehr O
hat O
man O
entdeckt O
, O
daß O
an O
den O
Betrügereien O
ein O
! O
Wiener O
Wechselstubeninhaber O
mit O
Namen O
Theodor B-PER
Cohn I-PER
und O
dessen O
Prager O
Vertreter O
Not B-PER
mitschuldig O
waren O
. O
Beide O
wurden O
heute O
verhaftet O
. O
Plan O
hofft O
, O
den O
ganzen O
unterschlagenen O
Betrag O
, O
der O
von O
den O
Mitgliedern O
des O
Aufsichtsrates O
bereits O
zur O
Verfügung O
gestellt O
worden O
war O
, O
wieder O
zur O
Stelle O
zu O
bringen O
. O
Sport-Nachrichten O
*=r O
Alö O
ein O
sportliches O
Ereignis O
bars O
die O
gestern O
bevfeft O
gewordene O
Union O
angesehen O
werden O
, O
die O
sich O
zwischen O
dem O
Aeroklub B-ORG
, O
dem O
Kaiserlichen B-ORG
Automobilklub I-ORG
und O
der O
Deutschen B-ORG
Flugplatzgesellschaft I-ORG
vollzogen O
hat O
. O
Aus O
den O
beiden O
ersten O
Klubs O
sind O
zwei O
Herren O
in O
den O
Vorstand O
der O
Deutschen B-ORG
Flugplatzgesellschaft I-ORG
eingetreten O
, O
deren O
Grundkapital O
jetzt O
auf O
700.000 O
'JUlmf O
erhöht O
worden O
ist O
. O
Es O
werden O
in O
diesem O
Jahre O
bereits O
drei O
große O
Meetings O
stattfinden O
, O
und O
zwar O
zu O
Pfingsten O
, O
sodann O
im O
Sommer O
und O
ein» O
kurz O
vor O
dem O
Herbst O
. O
Die O
Oberleitung O
dieser O
Meetings O
liegt O
in O
den O
Händen O
des O
Aeroklubs B-ORG
und O
des O
Kaiserlichen B-ORG
Automobilklubs I-ORG
. O
Kleine O
Chronik O
- - O
ZugtUsammenstosi O
int O
Rcbel O
. O
Ein O
von O
Petingen B-LOC
in O
Luxemburg B-LOC
kommender O
Frühpersonenzug O
fuhr O
, O
wie O
aus O
Trier B-LOC
gemeldet O
wird O
, O
infolge O
dichten O
Morgennebels O
bei O
der O
Einfahrt O
in O
den O
Bahnhof O
Esch B-LOC
an O
der O
Alzette B-LOC
auf O
einen O
Güterzug O
auf O
. O
Ein O
Maschinist O
und O
eine O
ältere O
Frau O
erlitten O
Verletzungen O
, O
fünf O
Güterwagen O
wurden O
schwer O
beschädigt O
. O
— — O
Aus O
den O
Vororten O
Eine O
Liebestragödie O
hat O
sich O
gestern O
in O
Rauen B-LOC
abgespielt O
. O
Der O
aus O
Bayern B-LOC
gebürtige O
28jährige O
Bürstenmacher O
Max B-PER
Jakob I-PER
gab O
auf O
seine O
Geliebte O
, O
die O
17 O
Jahre O
alte O
Tochter O
Elisabeth B-PER
des O
Fuhrherrn O
Grabow B-PER
zwei O
Schüsse O
ab O
, O
die O
diese O
schwer O
verletzten O
und O
tötete O
sich O
dann O
selbst O
. O
Jakob B-PER
, O
der O
in O
Rauen B-LOC
bei O
einem O
Bürstenfabrikanten O
in O
Stellung O
war O
, O
unterhielt O
seit O
längerer O
Zeit O
ein O
Verhältnis O
mit O
der O
Grabow B-PER
, O
das O
aber O
von O
den O
Eltern O
des O
Mädchens O
nicht O
geduldet O
wurde O
. O
Der O
Vater O
hatte O
dem O
Liebhaber O
wiederholt O
den O
Umgang O
mit O
seiner O
Tochter O
untersagt O
, O
doch O
stellte O
Jakob B-PER
seiner O
Braut O
immer O
wieder O
nach O
und O
verfolgte O
sie O
auf O
Schritt O
und O
Tritt O
. O
Als O
die O
Familie O
Grabow B-PER
am O
Sonntag O
eine O
Festlichkeit O
in O
dem O
Dehrendtschen O
Restaurant O
in O
Nauen B-LOC
besuchte O
, O
erschien O
dort O
auch O
Jakob B-PER
und O
versuchte O
eine O
Versöhnung O
mit O
seiner O
Braut O
herbeizuführen O
. O
die O
jedoch O
abgelehnt O
wurde O
. O
Als O
Elisabeth B-PER
Grabow I-PER
sich O
am O
nächsten O
Tage O
zu O
einer O
Freundin O
begab O
, O
lauerte O
ihr O
der O
verschmähte O
Liebhaber O
auf O
und O
gab O
in O
der O
Wilhelmstraße B-LOC
auf O
das O
Mädchen O
zwei O
Revolverschüsse O
ab O
und O
verwundete O
es O
schwer O
am O
Kopf O
. O
Dann O
tötete O
sich O
Jakob B-PER
durch O
einen O
Schuß O
in O
die O
rechte O
Schläfe O
. O
Das O
verwundete O
Mädchen O
wurde O
in O
bedenklichem O
Zustande O
nach O
dem O
Krankenhause O
geschafft O
. O
Kommunales O
. O
Die O
erste O
Sitzung O
der O
Berliner O
Stadtverordneten O
im O
neuen O
Jahre O
kann O
sich O
recht O
interessant O
gestoltni O
. O
Die O
Sozialdemokraten B-ORG
beanspruchen O
unter O
Hinweis O
auf O
ihre O
Stärke O
— O
sie O
bilden O
mit O
33 O
Mitgliedern O
die O
zweitgrößte O
Fraktion O
— O
einen O
Sitz O
im O
Vorstande O
der O
Versammlung O
und O
beabsichtigen O
ihre O
Ansprüche O
energisch O
geltend O
zu O
machen O
. O
Tann O
werden O
die O
Sozialdemokraten B-ORG
der O
Bewilligung O
von O
3000 O
Mark O
für O
die O
Heilsarmee B-ORG
zur O
Unterstützung O
der O
Abstinenz O
widersprechen O
. O
( O
Bravo O
! O
) O
Der O
Stadtverordnete O
Adolf B-PER
Hoffmann I-PER
loill O
, O
gestützt O
auf O
eigene O
Erfahrungen O
, O
opponieren O
. O
In O
Schöneberg B-LOC
hat O
die O
Stadtverordnetenversammlung O
, O
wie O
an O
anderer O
Stelle O
berichtet O
, O
gestern O
den O
freisinnigen O
Justizrat O
Reinbacher B-PER
zum O
Vorsteher O
, O
den O
Sozialdemokraten O
Molkenbuhr B-PER
zum O
Vorsteherstellvertreter O
gewählt O
. O
Es O
darf O
erwartet O
werden O
, O
daß O
jetzt O
auch O
die O
Berliner O
Stadtverordnten O
der O
Taktik O
entsagen O
, O
die O
Sozialdemokratie B-ORG
, O
obwohl O
sie O
die O
zweitstärkste O
Fraktion O
ist O
, O
vom O
Bureau O
gänzlich O
auszuschließen O
. O
Der O
bisherige O
Vorsteher O
mit O
seinen O
72 O
Jahren O
wird O
wieder O
gewählt O
werden O
müssen O
; O
er O
kann O
als O
Repräsentant O
des O
gesamten O
bürgerlichen O
Liberalismus O
gelten O
; O
neben O
ihm O
aber O
einen O
Sozialdemokraten O
als O
Stellvertreter O
gebietet O
die O
einfache O
Gerechtigkeit O
. O
Demnach O
wäre O
zu O
wählen O
zum O
Vorsteher O
Herr O
Michelet B-PER
, O
zum O
Vorsteher-Stellvertreter O
Herr O
Singer B-PER
, O
Während O
auf O
eine O
der O
vier O
Beisitzerstellen O
der O
Sozialdemokrat O
Borgmaun B-PER
ebenfalls O
Anspruch O
hätte O
. O
und O
amerikanischen O
Markt O
auf O
und O
Hessen B-LOC
die O
Cifforderungen O
erneut O
steigen O
. O
Bier O
lagen O
für O
Weizen O
vielseitig O
Kaufaufträge O
auf O
Lieferung O
vor O
. O
und O
da O
Abgeber O
sehr O
vorsichtig O
waren O
, O
zogen O
die O
Preise O
nicht O
unbeträchtlich O
an O
. O
Zum O
Export O
nach O
den O
verschiedensten O
Richtungen O
besteht O
wachsende O
Frage O
, O
die O
auf O
knappes O
Angebot O
passender O
Ware O
stösst O
. O
Auch O
Roggen O
zeigte O
wieder O
bei O
steigender O
Kauflust O
sehr O
feste O
Tendenz O
. O
Die O
starke O
Wertdifferenz O
zwischen O
Roggen O
und O
Weizen O
macht O
Abgeber O
zurückhaltend O
. O
Auch O
Wanre O
ist O
fester O
geworden O
. O
Für O
die O
Küste O
besteht O
sichtlich O
mehr O
Begehr O
. O
Hafer O
auf O
Lieferung O
gleichfalls O
besser O
bezahlt O
. O
Abladung O
von O
den O
Provinzen O
hoch O
gehalten O
. O
Mais O
und O
Gerste O
fehlt O
auch O
. O
Mehl O
war O
etwas O
mitgezogen O
. O
Riiböl O
dagegen O
hatte O
matte O
Haltung O
, O
da O
die O
Saatforderungen O
nachgelassen O
haben O
. O
Am O
Frühmarkt O
wurden O
notiert O
: O
Weizen O
inländ O
. O
222,00—225 O
ab O
Bahn O
und O
frei O
Mühle O
. O
Mai O
225.75—226,50 O
. O
Roggen O
inländischer O
159.00— 100.50 O
ab O
Bahn O
und O
frei O
Mühle O
. O
Hafer O
märkisch O
. O
, O
niecklenhurg O
.. O
poniniersch O
.. O
preussischer O
, O
posenscher O
u O
. O
sehles O
. O
fein O
171,00—180.00 O
, O
mittel O
104.00— 170 O
, O
, O
gering O
158,00—163.00 O
, O
russischer O
und O
Donau
mittel O
150 O
bis O
102,00 O
, O
gering O
152—155 O
ab O
Bahn O
und O
frei O
Wagen O
. O
Mais O
amerikan O
. O
mixed O
161,00—104,00 O
, O
runder O
155—158 O
frei O
Wagen O
. O
Gerste O
, O
inländische O
Futtergerste O
mittel O
und O
gering O
144,00—152,00 O
, O
gute O
153—105 O
, O
russ O
. O
und O
Donau O
leichte O
129—133 O
, O
schwere O
134—143 O
ab O
Bahn O
und O
frei O
Wagen O
. O
Erbsen O
, O
inländische O
und O
ausländische O
Futterware O
mittel O
ICO—167 O
, O
Taubonerbsen O
168—178 O
ab O
Bahn O
und O
frei O
Wagen O
. O
Weizenmehl O
00 O
27,25—39,00 O
, O
Roggenmehl O
0 O
und O
1 O
19,80—21,80 O
. O
Weizenkleie O
11,50—12,50 O
, O
Roggenkleie O
11,50-12,10 O
M O
. O
An O
der O
Mittagsbörse O
wurden O
notiert O
: O
Weizen O
märkischer O
222—224,50 O
ab O
Bahn O
, O
Mai O
226,50-226,75—226,25-226,75 O
. O
Juli O
227 O
bis O
227,75 O
. O
Roggen O
inländischer O
160—161 O
ab O
Bahn O
, O
Mai O
174.75- 173.51! O
bis O
175-176 O
. O
Juli O
177-178—177,25-177,50 O
. O
Hafer O
Mai O
164,75-164,50 O
bis O
164,75 O
, O
Juli O
166,75 O
. O
Weizenmehl O
00 O
27,50—30 O
. O
Roggenmehl O
0 O
II. O
1 O
19,80—21.80 O
. O
Kiibö1 O
Mai O
53,0—53,4-53,8—53,5 O
M O
. O
Preise O
um 2' O
/s O
Uhr O
. O
( O
Nichtamtlich O
. O
) O
Weizen O
Mai O
226,75 O
, O
Juli O
228,00 O
. O
Roggen O
Mai O
175,75 O
. O
Juli O
177,50 O
. O
Hafer O
Mai O
164.75, O
Juli O
100,75 O
, O
Mais O
Mai O
152,75 O
, O
Mehl O
Mai O
21.40 O
, O
Juli O
21,65 O
, O
Rüböl O
Mai O
53,4 O
Mark O
, O
Trockene O
Kartoffelstärke O
und O
KartoffelinehI O
22.25 O
bis O
22.75 O
M. O
, O
tenelite O
Kartoffelstärke O
11.40 O
Mark O
. O
fllagsloiuirg O
. O
4 O
. O
Jan O
. O
Zn O
«kerbe O
rieht O
Knmzurker O
88 O
Grad O
o O
. O
Sack O
1235—12,45 O
. O
N'aehprodukte O
75 O
Grad O
<» O
. O
S O
. O
10,40—10,55 O
. O
Stimmung O
Stetig O
. O
Brodraffln O
. O
1 O
ohne O
Fass O
22,87' O
/«—22,62V« O
. O
Kristallzucker O
1 O
in O
. O
S O
. O
— O
. O
Gern O
. O
Raffinade O
mit O
Sack O
22,12'/i—22,37' O
/* O
. O
Gern O
. O
Melis O
I O
. O
mit O
Sack O
21,62*/«—2137‘/i O
. O
Stimm O
. O
: O
Stetig O
. O
Rohzucker O
1 O
. O
Prod O
. O
Transit O
Irei O
an O
Bord O
Hamburg B-LOC
per O
Januar O
123 O
0 O
Gil O
. O
12,55 O
Br O
. O
, O
per O
Februar O
12,62' O
/» O
Gd O
„ O
1207' O
/» O
Br O
. O
, O
ner O
März O
12,7 O
( O
1 O
öd O
. O
, O
12,72 O
' O
)» O
lir O
. O
, O
per O
Mai O
12.80 O
üd O
. O
, O
12,85 O
Br O
. O
, O
per O
Aug O
. O
12,97' O
/» O
Gd O
.. O
13.02' O
/» O
Br O
. O
— O
Stetig O
. O
Ili'cnien O
, O
3 O
. O
Jau O
. O
Baumwolle O
schwächer O
, O
78,75 O
. O
Metnlle O
. O
London B-LOC
. 3 O
. O
Januar O
. O
Standardkupfer O
willig O
. O
61" O
i« O
Lstrl O
. O
, O
p O
. O
3 O
Mon O
. O
62" O
/w O
Ls O
tri O
. O
Kupfer O
, O
Best O
selcoted O
65' O
/» O
Lstrl O
. O
, O
do O
. O
Electrolytie O
63 O
l O
« O
Lstrl O
. O
— O
Zinn O
flau O
. O
Straits O
151 O
Lstrl O
. O
, O
per O
3 O
Monate O
152' O
/» O
Lstrl O
. O
— O
Blei O
kaum O
stet O
, O
spanisch O
13" O
, O
w O
Lstrl O
. O
, O
do O
. O
englisch O
13’ O
/» O
Lstrl O
. O
— O
Zink O
ruhig O
, O
gewöhnliche O
Marke O
23' O
/s O
Lstrl O
.. O
de O
. O
spezielle O
Marke O
23* O
/« O
Lstrl O
. O
Die O
Allgemeine B-ORG
Berliner I-ORG
Omnibusgesellschaft I-ORG
vereinnahmte O
im O
Dezember O
1909 O
825,225 O
M O
gegen O
747.785 O
M O
. O
im O
Dezember O
1908 O
und O
in O
der O
Zeit O
vom O
1 O
. O
Januar O
bis O
Ende O
Dezember O
1909 O
9,187,765 O
IL O
( O
4908 O
8,147.374 O
MI O
. O
Beendigung O
der O
unganscheiiWnifterkrisk O
. O
Wir« O
, O
4 O
. O
Januar O
. O
Tr O
. O
v O
. O
LneacS O
wurde O
heute O
in O
anderthalbstündiger O
Audienz O
vom O
Kaiser O
empfangen O
und O
darin O
zum O
ungarischen O
Ministerpräsidenten O
ernannt O
. O
Damit O
erreicht O
die O
mit O
der O
zweiten O
Demission O
des O
Kabinetts O
Welerle B-PER
am O
28 O
. O
September O
ansgebrochene O
Ministerkrise O
ihr O
Ende O
. O
Dr O
. O
v O
. O
Lucacs B-PER
reist O
heute O
nachmittag O
nach O
Budapest B-LOC
zurück O
und O
wird O
sich O
dort O
mit O
den O
Persönlichkeiten O
in O
Verbindung O
setzen O
, O
die O
er O
zum O
Eintritt O
in O
sein O
Kabinett O
bewegen O
will O
. O
Er O
wird O
dann O
in O
einigen O
Tagen O
wieder O
nach O
Wien B-LOC
zurückkehren O
und O
dem O
Kaiser O
seine O
fertige O
Ministerliste O
vorlegen O
. O
Die O
Entlassung O
des O
Kabinetts O
Wekerle B-PER
wird O
jedenfalls O
schon O
früher O
erfolgen O
. O
to O
g&fe?e»\&chrfchfen O
Nordhausen B-LOC
, O
4 O
. O
Januar O
. O
Dr O
Rentier O
Hermann B-PER
Arnold I-PER
, O
der O
vor O
einigen O
Tagen O
hier O
gestorben O
ist O
, O
hat O
die O
Stadt O
Nordhausen B-LOC
zu O
seinem O
Universalerben O
eingesetzt O
. O
Die O
Erbschaft O
beträgt O
nach O
Abzug O
einiger O
Legate O
über O
l 1 /* O
Millionen O
Mark O
. O
Hierzu O
kommen O
noch O
Ländereien O
und O
wertvolle O
naturwissenschaftliche O
Sammlungen O
. O
Meiningen B-LOC
, O
4 O
. O
Januar O
. O
Heute O
vormittag O
um O
9 O
Uhr O
erfolgte O
die O
Ziviltrauung O
des O
( O
Kroßherzogs O
Wilhelm B-PER
Ernst I-PER
von I-PER
Sachsen-Weimar I-PER
und O
der O
Prinzessin O
Carola B-PER
Feodora I-PER
von I-PER
Sachsen-Meiningen I-PER
durch O
den O
weimarischen O
Staatsminister O
Rothe B-PER
. O
Der O
Trauung O
folgte O
die O
kirchliche O
Einsegnung O
der O
Ehe O
in O
der O
Schloßkapelle O
. O
Wien B-LOC
, O
3 O
. O
Januar O
. O
Die O
. O
Wiener B-ORG
Zeitung I-ORG
' O
veröffentlicht O
die O
Ernennung O
des O
Bischofs O
von O
Triest B-LOC
Nagl B-PER
zum O
Koadintor O
des O
Fürsterzbischofs O
von O
Wien B-LOC
mit O
dem O
Recht O
der O
Nachfolge O
. O
, O
London B-LOC
, O
4 O
. O
Januar O
. O
Nach O
einer O
Meldung O
des O
. O
Daily B-ORG
Telegraph I-ORG
' O
wird O
die O
Zahl O
der O
Aufständigen O
in O
Northumberland B-LOC
und O
Durham B-LOC
auf O
je O
20,000 O
angegeben O
. O
Konstantinopel B-LOC
, O
4 O
. O
Januar O
. O
Im O
Seinen O
kam O
es O
zu O
Kämpf«« O
zwischen O
türkischen O
Truppen O
und O
mehreren O
Stämmen O
, O
die O
nach O
großen O
Verlusten O
zurückgeworfen O
wurden O
. O
Auch O
tn O
Divaniye O
im O
Wilajet O
Bagdad B-LOC
haben O
türkische O
Truppen O
Nomadenstämme O
zurückgeschlagen O
, O
welche O
die O
Stadt O
angegriffen O
hatten O
. O
Washington B-LOC
, O
3 O
. O
Januar O
. O
Wie O
jetzt O
bekannt O
gegeben O
wird O
, O
wird O
Präsident O
Taft B-PER
dem O
Kongreß O
die O
Spezialbotschaft O
über O
das O
Antitrustgesetz O
am O
Donnerstag O
, O
die O
für O
Mittwoch O
angekündigte O
Botschaft O
über O
das O
Gesetz O
betreffend O
den O
zwischenstaatlichen O
Handel O
dagegen O
erst O
am O
Freitag O
zugehen O
lassen O
. O
WitternnttSbeobachtunsieir O
in O
Berlin B-LOC
. O
4 O
. O
Januar O
1910 O
. O
Januar O
Luftdruck O
m  O
60  O
m O
Seehühe O
( O
mm O
) O
Windrichtung O
und O
Stärke O
0—12 O
Bewölkg O
. O
0—10 O
Luftfeuchtigkeit O
in  O
*7o O
3.  O
9  O
Uhr  O
abends O
76t,6 1 6,4 O
SW 3 O
10 O
92 O
4.  O
7  O
Uhr  O
vorm. O
759,8 7,7 O
W 4 O
10 O
83 O
4.  O
2  O
Uhr  O
nachm. O
702,2 | 7,1 O
WNW 3 O
1 O
74 O
3 O
. O
Januar O
. O
Höchste O
Temperatur O
8.8 O
'E O
. O
niedrigste O
Temperatur O
3,7 O
°C O
. O
Taacsiinlicl O
0,7 O
" O
C O
. O
Normales O
TaacSiinllel O
—0.9 O
" O
C O
. O
Niederschläge O
. O
3 O
. O
Januar O
vormittags O
und O
4 O
. O
Januar O
nachts O
Regentropfen O
. O
Wetter O
in O
Deutschland B-LOC
. O
Nachdem O
sich O
am O
gestrigen O
Tage O
der O
Himmel O
in O
der O
ganzen O
östlichen O
Hälfte O
Deutschlands O
vorübergehend O
aufgeklärt O
hatte O
, O
ist O
unter O
dem O
Einfluß O
eines O
neuen O
, O
von O
Nordwestin O
her O
nach O
Nordskandinavien B-LOC
vorgedrungenen O
tiefen O
barometrischen O
Minimums O
wieder O
in O
den O
inciflen O
Gcaenden O
trübes O
Wetter O
cinaelrelcn O
. O
Nachmittags O
und O
in O
der O
Nacht O
haben O
zahlreiche O
, O
jedoch O
überall O
geringe O
Regenfälle O
llailgclundeii O
, O
die O
am O
Morgen O
noch O
teilweise O
lvrtbanerii O
. O
Die O
Temperaturen O
haben O
im O
Norden O
größtenteils O
5 O
Grad O
C O
. O
überschritten O
und O
sind O
jetzt O
auch O
in O
Süddeutschland B-LOC
merklich O
gestiegen O
. O
An O
der O
östlichen O
Ostseeküste B-LOC
wehen O
stürmische O
westliche O
bis O
nordöstliche O
Winde O
. O
Morgen O
voraiic-nchiliches O
Wetter O
in O
Berlin B-LOC
und O
Umgegend O
. O
Etwas O
kühler O
, O
zeitweise O
heiter O
, O
jedoch O
unbeständig O
mit O
geringen O
Niederschlägen O
und O
frischen O
nordwestlichen O
Winden O
. O
« O
Ngruiriiie O
Wetteranösichle O
» O
für O
Deutschland B-LOC
. O
Im O
östlichen O
Ostseegebiete O
stürmisch O
und O
zum O
Teil O
starke O
, O
in O
den O
incistcn O
anderen O
Gegenden O
schwächere O
Regen- O
, O
Schnee- O
oder O
Graupelschauer O
. O
Llaiwncu O
_ fi O
§1 O
7- L O
Sä O
% 2 O
Windrichtung O
und O
Stärke O
| O
s O
8 O
Stationen O
_ e O
G ^ O
3 L O
Windrichtung O
und O
Stärke O
5 O
| O
H O
l O
Borkum B-LOC
77o O
NW O
lelchl O
6 O
woltl. O
Balcnlia O
... O
770 O
SSLschwach O
y O
bedeckt O
»U  O
eit  O
um O
7 * ~t O
N W mä |,ifl O
wollt. O
SriU» O
7i.i O
.'-.'SW matt. O
9 O
bedeckt O
Hamburg... O
71>8 O
WNW  O
irtld O
bcbcdtl O
Aberdeen B-LOC
.. O
770 O
SW \. O
leicht O
4 O
tuolfl. O
Slvinemülibe O
S12U Irilch O
ivvlkig O
Island O
.... O
754 O
Windstille O
2 O
bedeck» O
Nngenwalde O
759 O
WNW  O
stürm. O
l O
heiter O
Hfavöer O
.... O
7CS O
WNW  O
leutt O
5 O
wolkig O
Nenfahrtvass. O
755 O
■IvSlIBIliirm. O
IJfltCT O
lLhrrsliansd. O
754 O
WNWflarm. O
3 O
Negern O
Atemel O
74'< O
WSW  O
steif O
Ci O
bedeckt O
»Höpen O
Danen O
702 O
NW O
frtld O
) O
5 O
heiter O
Nachen O
773 O
WLW O
schw. O
« O
bedeckt O
Stockholm B-LOC
. O
747 O
WNWstürm O
. O
3 O
bedeckt O
Hannover B-LOC
... O
770 O
WSW  O
mau. O
bedeckt O
Hapiirmida O
707 O
NW  O
leicht O
-4 O
bedeckt O
Berlin B-LOC
7« JO O
W mäs:rg O
Reger» O
Petersburg B-LOC
. O
745 O
SSO  O
leicht O
-I O
bedeckt O
Dresden B-LOC
.... O
7(j9 O
W  O
umhin O
bedeckt O
Witna O
755 O
SW  O
leicht O
1 O
bedeckt O
Breslau B-LOC
7t,7 O
4(1  O
schwach O
bedeut O
Lelllberg B-LOC
... O
705 O
W  O
Irilch O
1 O
Hebet O
Vromberg B-LOC
... O
760 O
W  O
mjiii O
7 O
Rege» O
Wien B-LOC
770 O
W O
lebr(eicht O
4 O
Nt;,cN O
Mev O
774 O
SSW O
leicht O
4 O
t-cdeckt O
trieft O
770 O
W O
lehr O
leicht O
8 O
h. bed. O
ftvauljuvt... O
SW O
ichlrach O
Xiin (I O
Vlissingen B-LOC
714 O
W O
leicht O
4 O
Nebel O
Nartsrubc O
.. O
vis O
SW O
schwach O
4 O
bedeckt O
b'hcrbourg O
. O
774 O
WixdllrU« O
8 O
bedeckt O
München B-LOC
... O
771 O
SW O
schwach O
woilia O
Paris B-LOC
774 O
SSO O
I.ictchl O
6 O
bedeckt O
Zürich B-LOC
NOiklirleicht O
-.3 O
liebe! O
Nizza B-LOC
770 O
O O
leiriit O
10 O
bener O
Sänlis B-LOC
570 O
NW O
»eicht O
wollt. O
Rom B-LOC
767 O
NO O
mäßig O
6 O
b bed. O
teenf O
NRL 1. O
(eicht O
-4 O
wolkt. O
Brindisi B-LOC
... O
705 O
NO O
Irilch O
10 O
beiter O
Loitiienankaaiia O
8 Uhr O
19 O
Alm O
. O
Moiidaiisgang O
t O
Uhr O
54  O
Min O
. O
Vorm O
. O
Loiineiinntcrgaiig O
4 O
Uhr O
Oi'JJitn O
. O
Monduntergang O
12 O
Uhr O
24 O
Min O
. O
lllachm O
. O
VeranlworNal O
, O
für O
den O
rslitikten O
Seil O
und O
das O
itcutQcion O
: O
( O
Storg O
Siegerin O
tn O
Ctrglitt O
: O
für O
Unfaire O
, O
LcrichtrzeiNma O
, O
ftliinc O
Stimmt O
lind O
den O
übrige» O
rcoaltio» O
nellc» O
Leit O
de» O
BtaNr« O
: O
Heinrich B-PER
Heppen I-PER
heim O
er O
tn O
Berlin B-LOC
. O
SiiKt O
und O
Hierhin O
; O
St O
u O
bull O
Mali« O
. O
Berlin B-LOC
SW O
. O
# file:		F_SBB_00009_18900404_038_080_1_003
# sbb url:	http://zefys.staatsbibliothek-berlin.de/kalender/auswahl/date/1890-04-04/27974534/
# tel url:	http://www.theeuropeanlibrary.org/tel4/newspapers/issue/3000119057239?page=3
fcli O
Sämmtliche O
Bureaus O
und O
Kassen O
der O
städtischen O
tverwaltung O
werden O
am O
Sonnabend O
. O
des O
Osterfestes O
wegen O
, O
bereits O
um O
I O
Uhr O
Mittags O
geschlossen O
, O
mit O
Ausnahme O
des O
Zentral-Büreaus O
, O
welches O
bis O
4 O
Uhr O
Nachmittags O
zur O
Entgegennahme O
von O
wichtigen O
Sachen O
geöffnet O
bleibt O
. O
+ O
Für O
das O
BundeSschiesten O
1» O
Berlin B-LOC
hat O
der O
Kaiser B-PER
auf O
die O
Bitte O
des O
Vorstandes O
einen O
Ehrenpreis O
, O
bestehend O
in O
einer O
nach O
dem O
Entwürfe O
des O
Professors O
Doepler B-PER
jun I-PER
. I-PER
angefertigten O
silbernen O
Kanne O
mit O
Hirschgeweih O
und O
der O
Diana B-PER
, O
verliehen O
. O
— O
Der O
große O
Festzug O
aus O
Anlass O
des O
lv O
. O
deutschen O
Bundesschießens O
wird O
sich O
zu O
einer O
der O
großartigsten O
Kundgebungen O
gestalten O
, O
die O
Berlin B-LOC
je O
gesehen O
. O
50 000 O
Mark O
sind O
für O
Veranstaltung O
des O
Zuges O
bewilligt O
, O
und O
mit O
dem O
Festausschuss O
wird O
die O
Berlin B-LOCer
Künstlerschaft O
zusammen O
das O
ganze O
Arrangement O
leiten O
. O
sät O
A«S O
Neiuertrag O
der O
am O
Dienstag O
Abend O
von O
Ernst B-PER
v I-PER
. I-PER
Wildenbruch I-PER
veranstalteten O
zweiten O
Vorlesung O
seines O
vaterländischen O
Schauspiels O
. O
Der O
Generalfeldoberst O
ist O
der O
Unterstützmigska) O
,« O
des O
Vereins B-ORG
„ I-ORG
Berliner I-ORG
Presse I-ORG
' O
die O
Summe O
von O
250 O
M O
. O
zugeflossen O
; O
eine O
gleiche O
Summe O
hat O
der O
„ O
Verein B-ORG
zur I-ORG
Begründung I-ORG
deutscher I-ORG
Volksbühnen I-ORG
" O
erhalten O
. O
Der O
große O
Saal O
des O
Architektenhauses O
war O
auch O
bei O
dieser O
zweiten O
Vorlesung O
ausverkauft O
. O
— O
Die O
Herren O
der O
chinesischen O
Gesandtschaft O
, O
welche O
dem O
letzten O
großen O
Ballfest O
des O
Vereins B-ORG
Berliner I-ORG
Presse I-ORG
" O
beigewohnt O
, O
haben O
in O
der O
Rückerinnerung O
an O
den O
gehabten O
Genuss O
dem O
Verein O
für O
seine O
Unterstützungskasse O
eine O
namhafte O
Summe O
überwiesen O
. O
-s-db O
Die O
Vorstände O
der O
deutschen O
Innungs O
- O
Ausschüsse O
und O
Innungs- O
Verbände O
treten O
vom O
26. O
bis O
28. O
April O
in O
Berlin B-LOC
zusammen O
, O
um O
in O
Bezug O
auf O
Arbeiter O
. O
Streiks O
Beschlüße O
zu O
fassen O
. O
Bei O
dem O
ersten O
Versuche O
eines O
Streiks O
soll O
das O
ganze O
Gewerk O
die O
Arbeit O
einstellen O
. O
(?) O
fdb O
Die O
Gastwirts O
-Innung O
geht O
jetzt O
auch O
gegen O
ihre O
bereits O
ausgeschiedenen O
Mitglieder O
mit O
der O
Einziehung O
von O
Beiträgen O
exekutorisch O
vor O
. O
Der O
deutsche B-ORG
Gastwirts-Verband I-ORG
bereitet O
eine O
Petition O
an O
den O
Reichstag O
vor O
, O
das O
; O
das O
Recht O
des O
h O
l00k O
nur O
dann O
Innungen O
verliehen O
werde O
, O
wenn O
tatsächlich O
der O
größere O
Teil O
der O
betreffenden O
Gewerbetreibenden O
ihnen O
angehört O
. O
fbb O
Ein O
Lehrer O
in O
Rixdorf B-LOC
war O
wegen O
Ueberschreitung O
des O
Züchtigungsrechtes O
gegen O
einen O
Knaben O
vom O
Schöffengericht O
zu O
30 O
2t. O
verurteilt O
worden O
. O
Er O
beruhigte O
sich O
bei O
den O
, O
Erkenntniss O
nicht O
, O
sondern O
ging O
bis O
an O
das O
